state_p,county_p,city_p,stats_date,listings,resolved,bad_apns,mapped_properties,out_of_scope,may_be_duplicates_of_already_mapped,may_have_matching_zillow_listings,may_have_matching_license,outstanding_disputes,apns_with_unit_numbers_need_review,remaining_job_stats_ts,offline_on_review,no_match_found_1,no_match_found_2,no_match_found_3_or_more,suggest_qa,randomly_qa,completion,never_worked_on_yet
CA,placer_tot,_,2025-08-12,19437,18354,0,6134,2084,3.0,13.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,,,,,,,0.9442815249266863,0.0
CA,plumas,_,2025-08-12,1450,33,0,16,0,8.0,223.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.022758620689655173,1417.0
CA,riverside,_,2025-08-12,28088,25128,0,8238,6392,16.0,21.0,25.0,0.0,10.0,2025-08-12 08:04:41.504,151.0,1189.0,197.0,31.0,0.0,7.0,0.8946169182569068,0.0
CA,riverside,city_of_cathedral_city,2025-08-12,3742,3349,0,1386,1011,1.0,2.0,3.0,0.0,3.0,2025-08-12 08:04:41.504,57.0,133.0,43.0,4.0,0.0,0.0,0.8949759486905399,0.0
CA,riverside,city_of_coachella,2025-08-12,2929,2648,0,1026,640,0.0,0.0,0.0,0.0,3.0,2025-08-12 08:04:41.504,23.0,31.0,131.0,18.0,0.0,2.0,0.904062820075111,0.0
CA,riverside,city_of_corona,2025-08-12,672,561,0,232,84,1.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,13.0,14.0,68.0,6.0,0.0,0.0,0.8348214285714286,0.0
CA,riverside,city_of_desert_hot_springs,2025-08-12,1889,1815,0,643,300,1.0,1.0,2.0,3.0,15.0,2025-08-12 08:04:41.504,0.0,47.0,9.0,1.0,0.0,0.0,0.9608258337744838,0.0
CA,riverside,city_of_eastvale,2025-08-12,1782,1499,0,336,173,0.0,2.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,35.0,108.0,40.0,29.0,0.0,0.0,0.8411896745230079,0.0
CA,riverside,city_of_indian_wells,2025-08-12,3032,2668,0,1144,238,3.0,43.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,1.0,0.0,0.0,0.0,0.0,0.8799472295514512,125.0
CA,riverside,city_of_indio,2025-08-12,10817,10146,0,2969,2688,10.0,2.0,40.0,0.0,17.0,2025-08-12 08:04:41.504,104.0,345.0,22.0,6.0,0.0,6.0,0.9379680133123787,0.0
CA,riverside,city_of_jurupa_valley,2025-08-12,1207,894,0,209,19,5.0,2.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,11.0,52.0,33.0,0.0,0.0,0.0,0.7406793703396851,198.0
CA,riverside,city_of_la_quinta,2025-08-12,10772,10070,0,3705,665,4.0,7.0,13.0,2.0,111.0,2025-08-12 08:04:41.504,160.0,318.0,55.0,3.0,0.0,1.0,0.934831043445971,0.0
CA,riverside,city_of_lake_elsinore,2025-08-12,543,476,0,223,65,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,6.0,21.0,19.0,3.0,0.0,0.0,0.8766114180478821,0.0
CA,riverside,city_of_palm_desert,2025-08-12,14795,13802,0,3413,6554,21.0,3.0,16.0,2.0,26.0,2025-08-12 08:04:41.504,139.0,326.0,125.0,9.0,2.0,0.0,0.9328827306522474,0.0
CA,riverside,city_of_palm_springs,2025-08-12,21182,17968,0,5121,3245,301.0,169.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.848267396846379,0.0
CA,riverside,city_of_rancho_mirage,2025-08-12,5423,5011,0,1351,2666,9.0,8.0,5.0,0.0,0.0,2025-08-12 08:04:41.504,25.0,49.0,36.0,4.0,0.0,1.0,0.9240272911672506,0.0
CA,riverside,city_of_riverside,2025-08-12,2190,1769,0,663,152,17.0,3.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,10.0,196.0,22.0,0.0,0.0,0.0,0.8077625570776256,41.0
CA,riverside_visit_greater_palm_springs,_,2025-08-12,63777,57577,0,17317,13667,347.0,234.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.9027862709127115,0.0
CA,sacramento,_,2025-08-12,4344,3508,0,1583,542,3.0,7.0,0.0,0.0,7.0,2025-08-12 08:04:41.504,48.0,649.0,136.0,24.0,0.0,1.0,0.8075506445672191,0.0
CA,sacramento,city_of_citrus_heights,2025-08-12,573,466,0,223,13,0.0,0.0,0.0,0.0,9.0,2025-08-12 08:04:41.504,11.0,21.0,49.0,0.0,0.0,0.0,0.8132635253054101,13.0
CA,sacramento,city_of_elk_grove,2025-08-12,877,646,0,329,33,5.0,7.0,3.0,0.0,12.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.7366020524515393,198.0
CA,sacramento,city_of_folsom,2025-08-12,525,461,0,218,56,0.0,1.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,3.0,35.0,9.0,0.0,0.0,0.0,0.878095238095238,0.0
CA,sacramento,city_of_rancho_cordova,2025-08-12,641,546,0,186,147,1.0,2.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,18.0,18.0,43.0,0.0,0.0,0.0,0.8517940717628705,0.0
CA,sacramento,city_of_sacramento,2025-08-12,4854,3619,0,1371,366,54.0,112.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,10.0,0.0,0.0,0.0,0.0,0.7455706633704161,859.0
CA,san_bernardino,_,2025-08-12,47084,44077,0,14012,3777,17.0,21.0,97.0,0.0,31.0,2025-08-12 08:04:41.504,362.0,1181.0,468.0,38.0,0.0,4.0,0.9361354175516099,0.0
CA,san_bernardino,city_of_big_bear_lake,2025-08-12,20821,20304,0,4539,2651,6.0,8.0,15.0,0.0,292.0,2025-08-12 08:04:41.504,130.0,112.0,9.0,0.0,0.0,1.0,0.9751693002257337,0.0
CA,san_bernardino,city_of_loma_linda,2025-08-12,312,221,0,95,68,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,23.0
CA,san_bernardino,city_of_needles,2025-08-12,269,243,0,131,75,5.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,4.0,10.0,0.0,0.0,0.0,0.0,0.9033457249070632,0.0
CA,san_bernardino,city_of_san_bernardino,2025-08-12,976,729,0,269,238,24.0,4.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,2.0,11.0,11.0,0.0,0.0,0.0,0.7469262295081968,0.0
CA,san_bernardino,city_of_twentynine_palms,2025-08-12,1539,1355,0,549,88,15.0,4.0,21.0,0.0,4.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.8804418453541261,96.0
CA,san_diego,city_of_carlsbad,2025-08-12,4755,4221,0,1206,1450,10.0,2.0,3.0,0.0,59.0,2025-08-12 08:04:41.504,57.0,83.0,32.0,23.0,0.0,1.0,0.8876971608832808,0.0
CA,san_diego,city_of_chula_vista,2025-08-12,1690,1228,0,549,99,0.0,0.0,18.0,0.0,52.0,2025-08-12 08:04:41.504,3.0,116.0,26.0,0.0,0.0,0.0,0.7266272189349112,218.0
CA,san_diego,city_of_coronado,2025-08-12,2024,648,0,241,191,26.0,602.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.3201581027667984,1185.0
CA,san_diego,city_of_del_mar,2025-08-12,2097,997,0,268,463,95.0,429.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,18.0,0.0,0.0,0.0,0.0,0.4754411063423939,619.0
CA,san_diego,city_of_el_cajon,2025-08-12,822,689,0,319,96,0.0,3.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,9.0,25.0,71.0,2.0,0.0,0.0,0.8381995133819952,0.0
CA,san_diego,city_of_encinitas,2025-08-12,3209,1717,0,716,59,42.0,423.0,78.0,0.0,34.0,2025-08-12 08:04:41.504,5.0,108.0,0.0,0.0,0.0,0.0,0.535057650358367,1320.0
CA,san_diego,city_of_escondido,2025-08-12,1077,608,0,304,62,3.0,164.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,21.0,20.0,0.0,0.0,0.0,0.564531104921077,366.0
CA,san_diego,city_of_imperial_beach,2025-08-12,1036,731,0,348,235,0.0,2.0,0.0,0.0,16.0,2025-08-12 08:04:41.504,22.0,101.0,28.0,4.0,0.0,0.0,0.7055984555984556,0.0
CA,san_diego,city_of_lemon_grove,2025-08-12,508,376,0,190,71,3.0,2.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,9.0,59.0,8.0,5.0,0.0,0.0,0.7401574803149606,0.0
CA,san_diego,city_of_national_city,2025-08-12,1072,397,0,106,12,72.0,122.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.37033582089552236,663.0
CA,san_diego,city_of_oceanside,2025-08-12,7489,1199,0,268,609,249.0,2425.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.16010148217385498,5681.0
CA,san_diego,city_of_vista,2025-08-12,1186,993,0,422,91,0.0,2.0,0.0,0.0,11.0,2025-08-12 08:04:41.504,21.0,157.0,0.0,0.0,0.0,1.0,0.8372681281618887,0.0
CA,san_joaquin,_,2025-08-12,1461,1188,0,578,170,1.0,1.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,16.0,333.0,29.0,0.0,0.0,2.0,0.813141683778234,0.0
CA,san_joaquin,city_of_lodi,2025-08-12,451,402,0,195,37,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,1.0,32.0,10.0,0.0,0.0,0.0,0.8913525498891353,0.0
CA,san_joaquin,city_of_manteca,2025-08-12,268,228,0,135,25,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,2.0,16.0,13.0,0.0,0.0,0.0,0.8507462686567164,0.0
CA,san_luis_obispo,city_of_arroyo_grande,2025-08-12,560,514,0,265,61,0.0,0.0,0.0,0.0,5.0,2025-08-12 08:04:41.504,8.0,26.0,0.0,0.0,0.0,0.0,0.9178571428571428,0.0
CA,san_luis_obispo,city_of_grover_beach,2025-08-12,917,742,0,322,127,20.0,0.0,2.0,0.0,0.0,2025-08-12 08:04:41.504,10.0,85.0,33.0,3.0,0.0,2.0,0.8091603053435115,0.0
CA,san_luis_obispo,city_of_morro_bay,2025-08-12,967,829,0,304,241,0.0,1.0,0.0,0.0,7.0,2025-08-12 08:04:41.504,6.0,12.0,4.0,0.0,0.0,0.0,0.8572905894519132,0.0
CA,san_luis_obispo,city_of_pismo_beach,2025-08-12,1467,1339,0,466,350,1.0,0.0,0.0,0.0,26.0,2025-08-12 08:04:41.504,27.0,54.0,9.0,5.0,0.0,1.0,0.912747102931152,0.0
CA,san_luis_obispo,city_of_san_luis_obispo,2025-08-12,1019,843,0,425,192,2.0,1.0,2.0,0.0,2.0,2025-08-12 08:04:41.504,12.0,21.0,98.0,16.0,0.0,0.0,0.8272816486751717,0.0
CA,san_mateo,_,2025-08-12,9909,7839,0,2757,863,3.0,102.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,44.0,834.0,172.0,8.0,0.0,2.0,0.7910990009082652,149.0
CA,san_mateo,city_of_brisbane,2025-08-12,251,183,0,76,27,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,7.0,4.0,0.0,0.0,0.0,0.7290836653386454,30.0
CA,san_mateo,city_of_burlingame,2025-08-12,789,625,0,240,232,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,13.0,65.0,39.0,5.0,0.0,0.0,0.7921419518377694,0.0
CA,san_mateo,city_of_half_moon_bay,2025-08-12,422,401,0,187,101,0.0,1.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,2.0,8.0,5.0,0.0,0.0,0.0,0.9502369668246445,0.0
CA,san_mateo,city_of_menlo_park,2025-08-12,2315,1928,0,549,198,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,21.0,157.0,28.0,5.0,0.0,0.0,0.832829373650108,0.0
CA,san_mateo,city_of_pacifica,2025-08-12,1217,1012,0,366,62,2.0,7.0,1.0,0.0,9.0,2025-08-12 08:04:41.504,9.0,132.0,8.0,3.0,0.0,1.0,0.8315529991783073,0.0
CA,san_mateo,city_of_redwood_city,2025-08-12,2254,2035,0,630,376,0.0,1.0,0.0,0.0,12.0,2025-08-12 08:04:41.504,20.0,29.0,129.0,6.0,0.0,0.0,0.9028393966282166,0.0
CA,san_mateo,city_of_san_mateo,2025-08-12,1957,1549,0,525,304,0.0,2.0,0.0,0.0,6.0,2025-08-12 08:04:41.504,43.0,161.0,38.0,8.0,0.0,0.0,0.7915176290240163,0.0
CA,santa_barbara,_,2025-08-12,5895,4929,0,1936,846,1.0,3.0,3.0,0.0,47.0,2025-08-12 08:04:41.504,39.0,471.0,117.0,1.0,0.0,1.0,0.8361323155216285,0.0
CA,santa_barbara,city_of_carpinteria,2025-08-12,664,574,0,241,45,2.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,9.0,46.0,9.0,2.0,0.0,0.0,0.8644578313253012,0.0
CA,santa_barbara,city_of_goleta,2025-08-12,545,356,0,165,47,2.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,,,,,,,0.653211009174312,142.0
CA,santa_barbara,city_of_santa_barbara,2025-08-12,5077,4308,0,1661,607,1.0,20.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,87.0,275.0,295.0,37.0,0.0,7.0,0.8485325979909395,0.0
CA,santa_barbara,city_of_solvang,2025-08-12,717,699,0,74,569,0.0,0.0,0.0,0.0,4.0,2025-08-12 08:04:41.504,2.0,2.0,6.0,2.0,0.0,0.0,0.9748953974895398,0.0
CA,santa_clara,_,2025-08-12,11252,8588,0,2651,1131,2.0,129.0,1.0,0.0,9.0,2025-08-12 08:04:41.504,98.0,1720.0,131.0,19.0,2.0,15.0,0.7632420902950586,0.0
CA,santa_clara,city_of_mountain_view,2025-08-12,3244,2309,0,480,209,4.0,32.0,9.0,0.0,13.0,2025-08-12 08:04:41.504,,,,,,,0.7117755856966708,726.0
CA,santa_clara,city_of_santa_clara,2025-08-12,4487,3319,0,932,393,2.0,83.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,14.0,233.0,4.0,0.0,0.0,5.0,0.7396924448406508,524.0
CA,santa_clara,city_of_sunnyvale,2025-08-12,3638,2509,0,551,386,6.0,29.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,1.0,0.0,0.0,0.0,0.0,0.6896646509070918,742.0
CA,santa_cruz,_,2025-08-12,5153,4638,0,2193,602,2.0,9.0,33.0,5.0,101.0,2025-08-12 08:04:41.504,29.0,373.0,81.0,5.0,0.0,5.0,0.9000582185134873,0.0
CA,santa_cruz,city_of_capitola,2025-08-12,679,614,0,286,117,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,6.0,33.0,3.0,0.0,0.0,0.0,0.9042709867452136,0.0
CA,shasta,city_of_redding,2025-08-12,2099,1933,0,856,256,0.0,0.0,0.0,0.0,15.0,2025-08-12 08:04:41.504,32.0,11.0,99.0,0.0,1.0,1.0,0.9209147212958552,0.0
CA,sierra,_,2025-08-12,247,231,0,95,63,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,3.0,4.0,0.0,3.0,0.0,0.0,0.9352226720647774,0.0
CA,siskiyou,city_of_mount_shasta,2025-08-12,406,58,2,27,22,38.0,53.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,324.0
CA,solano,city_of_benicia,2025-08-12,214,173,0,89,29,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,1.0,33.0,6.0,0.0,0.0,0.0,0.8084112149532711,0.0
CA,sonoma,_,2025-08-12,12265,11154,0,4061,1490,6.0,13.0,95.0,0.0,209.0,2025-08-12 08:04:41.504,206.0,844.0,25.0,0.0,0.0,5.0,0.9094170403587444,0.0
CA,sonoma,city_of_petaluma,2025-08-12,420,319,0,171,41,0.0,0.0,0.0,0.0,18.0,2025-08-12 08:04:41.504,2.0,16.0,0.0,0.0,0.0,2.0,0.7595238095238095,42.0
CA,sonomaplanning,_,2025-08-12,12265,11154,0,4061,1483,6.0,13.0,47.0,1.0,191.0,2025-08-12 08:04:41.504,,,,,,,0.9094170403587444,0.0
CA,stanislaus,city_of_modesto,2025-08-12,1071,897,0,441,71,5.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,7.0,124.0,8.0,1.0,0.0,0.0,0.8375350140056023,0.0
CA,tehama,_,2025-08-12,474,425,0,206,111,1.0,0.0,0.0,2.0,14.0,2025-08-12 08:04:41.504,1.0,13.0,22.0,0.0,0.0,0.0,0.8966244725738397,0.0
CA,trinity,_,2025-08-12,628,567,0,213,139,1.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,9.0,8.0,23.0,3.0,0.0,0.0,0.9028662420382165,0.0
CA,tulare,_,2025-08-12,3037,2577,0,1056,291,7.0,2.0,1.0,0.0,45.0,2025-08-12 08:04:41.504,29.0,304.0,30.0,6.0,0.0,4.0,0.848534738228515,0.0
CA,tulare,city_of_tulare,2025-08-12,284,185,0,101,33,7.0,2.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,1.0,16.0,0.0,0.0,0.0,0.0,0.6514084507042254,49.0
CA,tuolumne,_,2025-08-12,4836,4549,0,1808,326,3.0,2.0,1.0,0.0,0.0,2025-08-12 08:04:41.504,32.0,96.0,59.0,13.0,0.0,0.0,0.9406534325889164,0.0
CA,tuolumne2,_,2025-08-12,4700,4421,0,1768,285,3.0,2.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,1.0,0.0,0.0,0.0,1.0,0.0,0.9406382978723404,0.0
CA,ventura,_,2025-08-12,4450,3749,0,1784,329,5.0,7.0,1.0,0.0,9.0,2025-08-12 08:04:41.504,101.0,471.0,153.0,5.0,0.0,3.0,0.8424719101123596,0.0
CA,ventura,city_of_ojai,2025-08-12,307,275,0,147,93,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,6.0,2.0,17.0,3.0,0.0,0.0,0.8957654723127035,0.0
CA,ventura,city_of_oxnard,2025-08-12,1492,1288,0,585,86,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,1.0,23.0,7.0,5.0,0.0,2.0,0.8632707774798928,82.0
CA,ventura,city_of_san_buenaventura,2025-08-12,1666,1518,0,525,360,0.0,0.0,3.0,0.0,33.0,2025-08-12 08:04:41.504,1.0,6.0,82.0,11.0,0.0,1.0,0.9111644657863145,0.0
CA,ventura,city_of_simi_valley,2025-08-12,479,353,0,174,26,9.0,4.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,7.0,0.0,0.0,0.0,0.0,0.7369519832985386,93.0
CA,yuba,_,2025-08-12,379,238,0,129,44,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,1.0,50.0,0.0,0.0,0.0,3.0,0.6279683377308707,46.0
CA_MB,division_no_18,gimli,2025-08-12,346,215,5,143,76,0.0,0.0,0.0,0.0,1.0,2025-08-12 08:04:41.504,1.0,31.0,0.0,0.0,0.0,0.0,0.6213872832369942,18.0
CA_ON,cochrane,timmins,2025-08-12,322,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,,,,,,,0.0,322.0
CA_ON,niagara,wainfleet,2025-08-12,368,349,8,127,125,0.0,0.0,0.0,0.0,2.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.9483695652173914,0.0
CO,archuleta,_,2025-08-12,5406,5198,0,1111,1830,0.0,0.0,4.0,0.0,0.0,2025-08-12 08:04:41.504,54.0,36.0,76.0,0.0,0.0,1.0,0.9615242323344432,0.0
CO,boulder,_,2025-08-12,4413,3774,0,2094,293,0.0,0.0,8.0,0.0,8.0,2025-08-12 08:04:41.504,82.0,181.0,393.0,39.0,0.0,3.0,0.8552005438477226,0.0
CO,boulder,city_of_longmont,2025-08-12,1003,914,0,479,49,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,12.0,13.0,36.0,1.0,0.0,0.0,0.9112662013958126,0.0
CO,boulder,town_of_superior,2025-08-12,225,181,0,96,29,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,1.0,0.0,0.0,0.0,0.0,0.0,0.8044444444444444,14.0
CO,broomfield,_,2025-08-12,612,543,0,308,61,0.0,0.0,0.0,0.0,3.0,2025-08-12 08:04:41.504,5.0,7.0,18.0,7.0,0.0,0.0,0.8872549019607843,0.0
CO,clear_creek,_,2025-08-12,1461,1201,1,441,108,0.0,0.0,3.0,0.0,8.0,2025-08-12 08:04:41.504,2.0,43.0,35.0,0.0,0.0,1.0,0.8220396988364134,71.0
CO,grand,town_of_fraser,2025-08-12,4333,3597,0,1133,76,8.0,0.0,6.0,0.0,17.0,2025-08-12 08:04:41.504,53.0,277.0,131.0,2.0,1.0,1.0,0.8301407800600046,197.0
CO,grand,town_of_grand_lake,2025-08-12,962,17,0,4,0,3.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.017671517671517672,945.0
CO,gunnison,town_of_crested_butte,2025-08-12,674,595,0,260,74,0.0,0.0,4.0,0.0,7.0,2025-08-12 08:04:41.504,17.0,15.0,0.0,0.0,1.0,0.0,0.8827893175074184,0.0
CO,gunnison,town_of_mount_crested_butte,2025-08-12,3007,2844,0,910,553,1.0,0.0,0.0,1.0,619.0,2025-08-12 08:04:41.504,52.0,8.0,95.0,5.0,0.0,1.0,0.9457931493182574,0.0
CO,jefferson,city_of_lakewood,2025-08-12,2744,2340,0,1163,159,0.0,0.0,1.0,0.0,7.0,2025-08-12 08:04:41.504,30.0,11.0,306.0,10.0,0.0,0.0,0.8527696793002916,0.0
CO,jefferson,city_of_westminster,2025-08-12,2642,2473,0,955,213,0.0,1.0,0.0,0.0,5.0,2025-08-12 08:04:41.504,11.0,23.0,61.0,47.0,1.0,0.0,0.9360333080999244,0.0
CO,la_plata,city_of_durango,2025-08-12,1270,1203,0,399,391,0.0,1.0,3.0,0.0,0.0,2025-08-12 08:04:41.504,7.0,23.0,24.0,11.0,1.0,0.0,0.947244094488189,0.0
CO,lake,city_of_leadville,2025-08-12,984,862,0,208,188,1.0,0.0,0.0,0.0,3.0,2025-08-12 08:04:41.504,1.0,12.0,5.0,0.0,0.0,0.0,0.8760162601626016,0.0
CO,larimer,city_of_loveland,2025-08-12,1305,22,0,21,0,18.0,2.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.01685823754789272,1283.0
CO,larimer,town_of_estes_park,2025-08-12,4998,41,0,17,6,152.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.00820328131252501,4951.0
CO,mesa,town_of_palisade,2025-08-12,98,93,0,51,17,0.0,0.0,0.0,0.0,1.0,2025-08-12 08:04:41.504,0.0,2.0,3.0,0.0,0.0,0.0,0.9489795918367347,0.0
CO,mineral,_,2025-08-12,449,421,0,149,31,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,1.0,11.0,13.0,0.0,0.0,0.0,0.9376391982182628,0.0
CO,ouray,_,2025-08-12,1354,1259,0,375,256,1.0,0.0,1.0,0.0,3.0,2025-08-12 08:04:41.504,28.0,25.0,5.0,1.0,0.0,0.0,0.9298375184638109,0.0
CO,ouray,city_of_ouray,2025-08-12,749,727,0,183,143,0.0,0.0,0.0,0.0,42.0,2025-08-12 08:04:41.504,0.0,5.0,0.0,2.0,0.0,0.0,0.9706275033377837,0.0
CO,pitkin,_,2025-08-12,9395,8250,0,2023,2242,10.0,2.0,0.0,0.0,2.0,2025-08-12 08:04:41.504,83.0,353.0,43.0,9.0,0.0,0.0,0.8781266631186802,0.0
CO,routt,_,2025-08-12,3545,338,0,107,26,1409.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,9.0,0.0,0.0,0.0,0.0,0.09534555712270804,3172.0
CO,saguache,_,2025-08-12,704,363,0,161,49,7.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,6.0,71.0,14.0,0.0,0.0,1.0,0.515625,201.0
CO,san_miguel,town_of_telluride,2025-08-12,4114,3931,0,991,310,3.0,0.0,34.0,1.0,162.0,2025-08-12 08:04:41.504,5.0,78.0,107.0,11.0,1.0,0.0,0.9555177442877978,0.0
CO,summit,town_of_silverthorne,2025-08-12,1666,1400,0,470,89,6.0,0.0,9.0,0.0,88.0,2025-08-12 08:04:41.504,7.0,49.0,45.0,0.0,1.0,0.0,0.8403361344537815,76.0
CO,summit_keystone,_,2025-08-12,8721,7676,0,1915,75,236.0,1.0,7.0,2.0,1409.0,2025-08-12 08:04:41.504,9.0,56.0,216.0,3.0,1.0,0.0,0.8801742919389978,686.0
FL,bay,city_of_panama_city,2025-08-12,865,26,0,15,0,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,1.0,0.0,0.0,0.0,0.0,0.03005780346820809,838.0
FL,bay,city_of_panama_city_beach,2025-08-12,47724,36571,1,9887,1002,6100.0,0.0,331.0,0.0,6344.0,2025-08-12 08:04:41.504,93.0,713.0,1.0,0.0,1.0,62.0,0.7663020702371972,9343.0
FL,brevard,city_of_cape_canaveral,2025-08-12,3265,2863,0,974,291,0.0,2.0,0.0,0.0,78.0,2025-08-12 08:04:41.504,38.0,157.0,126.0,0.0,0.0,5.0,0.8768759571209801,0.0
FL,brevard,city_of_cocoa_beach,2025-08-12,4535,3656,0,998,681,6.0,20.0,2.0,0.0,26.0,2025-08-12 08:04:41.504,14.0,234.0,7.0,0.0,0.0,0.0,0.8061742006615215,0.0
FL,brevard,city_of_indian_harbour_beach,2025-08-12,820,600,0,218,53,34.0,48.0,0.0,0.0,47.0,2025-08-12 08:04:41.504,3.0,68.0,1.0,0.0,5.0,0.0,0.7317073170731707,95.0
FL,brevard,town_of_melbourne_beach,2025-08-12,310,219,0,83,14,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,24.0,5.0,0.0,0.0,0.0,0.7064516129032258,48.0
FL,broward,city_of_hallandale_beach,2025-08-12,17621,4361,0,1239,5431,12045.0,5643.0,0.0,0.0,30.0,2025-08-12 08:04:41.504,48.0,1551.0,7.0,0.0,0.0,0.0,0.24748879178253222,6223.0
FL,broward,city_of_margate,2025-07-16,724,460,0,211,19,0.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,54.0,19.0,0.0,0.0,0.0,0.6353591160220995,172.0
FL,broward,city_of_oakland_park,2025-08-12,4243,1700,0,503,88,111.0,1225.0,18.0,0.0,5.0,2025-08-12 08:04:41.504,0.0,5.0,0.0,0.0,0.0,0.0,0.4006599104407259,2450.0
FL,broward,city_of_pompano_beach,2025-08-12,10492,865,0,210,405,357.0,4596.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,0.0,0.0,0.0,0.0,0.0,0.0,0.08244376667937477,9222.0
FL,broward,town_of_lauderdale_by_the_sea,2025-08-12,3316,2350,0,513,778,28.0,256.0,0.0,0.0,17.0,2025-08-12 08:04:41.504,3.0,167.0,0.0,0.0,0.0,2.0,0.7086851628468034,18.0
FL,collier,city_of_naples,2025-08-12,6216,4100,0,1568,972,73.0,0.0,0.0,0.0,0.0,2025-08-12 08:04:41.504,130.0,458.0,51.0,0.0,0.0,0.0,0.6595881595881596,505.0
